id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX01758,2026-04-21,Surabaya,Smartphone,Smartphone Air,2572000,1,2572000,E-Wallet,P,43.0,5.0,Reguler,260000
TRX01662,2026-04-21,Bandung,Laptop,Laptop X1,14988000,2,29976000,Debit,L,49.0,2.0,Reguler,1487000
TRX01305,2026-04-21,Jakarta,Aksesoris,Mouse Wireless,496000,4,1984000,E-Wallet,L,29.0,2.0,Reguler,1050000
TRX00956,2026-04-21,Surabaya,Laptop,Laptop A14,13598000,1,13598000,E-Wallet,L,24.0,4.0,Reguler,2073000
TRX00269,2026-04-21,Malang,Aksesoris,Earphone Bluetooth,291000,4,1164000,Tunai,L,25.0,5.0,Reguler,2193000
TRX02144,2026-04-21,Malang,Aksesoris,Earphone Bluetooth,381000,4,1524000,Kredit,P,38.0,5.0,Reguler,1869000
TRX01952,2026-04-21,Malang,Laptop,Laptop UltraSlim,8801000,5,44005000,Tunai,P,,4.0,Reguler,2507000
TRX00987,2026-04-22,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,5959000,1,5959000,E-Wallet,P,32.0,5.0,Reguler,559000
TRX01135,2026-04-22,Jakarta,Smartphone,Smartphone Air,1893000,4,7572000,Kredit,L,41.0,4.0,Reguler,1804000
TRX01829,2026-04-22,Surabaya,Elektronik Rumah Tangga,Rice Cooker,4018000,5,20090000,Debit,L,55.0,4.0,Reguler,398000
TRX00323,2026-04-22,Surabaya,Smartphone,Smartphone Air,3597000,1,3597000,Debit,P,35.0,5.0,Reguler,2070000
TRX00672,2026-04-22,Jakarta,Laptop,Laptop UltraSlim,10438000,5,52190000,E-Wallet,L,36.0,5.0,Reguler,2140000
TRX01885,2026-04-22,Malang,Laptop,Laptop ProBook,12498000,3,37494000,Kredit,L,39.0,2.0,Reguler,455000
TRX02027,2026-04-22,Surabaya,Aksesoris,Casing HP,316000,3,948000,Debit,L,32.0,4.0,Reguler,240000
TRX00900,2026-04-22,Surabaya,Laptop,Laptop X1,8336000,4,33344000,Debit,P,37.0,5.0,Reguler,671000
TRX01846,2026-04-22,Surabaya,Aksesoris,Casing HP,304000,1,304000,Kredit,P,44.0,4.0,Reguler,509000
TRX00953,2026-04-22,Surabaya,Laptop,Laptop X1,8771000,5,43855000,E-Wallet,P,18.0,5.0,Reguler,2743000
TRX00601,2026-04-22,Bandung,Laptop,Laptop ProBook,9406000,2,18812000,Kredit,P,,4.0,Reguler,777000
TRX00702,2026-04-22,Jakarta,Smartphone,Smartphone MaxEdge,4730000,4,18920000,E-Wallet,L,27.0,3.0,Reguler,1975000
TRX00825,2026-04-23,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,2355000,5,11775000,Debit,P,36.0,3.0,Reguler,653000
TRX01540,2026-04-23,Malang,Laptop,Laptop A14,13010000,1,13010000,E-Wallet,P,22.0,4.0,Reguler,584000
TRX01661,2026-04-23,Jakarta,Laptop,Laptop A14,11461000,4,45844000,Debit,P,36.0,4.0,Reguler,342000
TRX01397,2026-04-23,Surabaya,Smartphone,Smartphone MaxEdge,5732000,2,11464000,Tunai,L,51.0,4.0,Reguler,1913000
TRX00675,2026-04-23,Jakarta,Laptop,Laptop X1,8268000,2,16536000,E-Wallet,L,18.0,4.0,Reguler,502000
TRX01982,2026-04-23,Malang,Smartphone,Smartphone NovaLite,5639000,2,11278000,Debit,L,26.0,5.0,Reguler,2430000
TRX01638,2026-04-23,Surabaya,Aksesoris,Mouse Wireless,245000,5,1225000,E-Wallet,L,41.0,5.0,Reguler,878000
TRX01290,2026-04-23,Malang,Elektronik Rumah Tangga,Kipas Angin,919000,5,4595000,E-Wallet,P,44.0,5.0,Reguler,2407000
TRX01200,2026-04-23,Jakarta,Aksesoris,Powerbank 10000mAh,88000,2,176000,Debit,L,47.0,3.0,Reguler,267000
TRX01211,2026-04-23,Bandung,Smartphone,Smartphone Air,2656000,2,5312000,E-Wallet,P,20.0,4.0,Reguler,1175000
TRX01554,2026-04-23,Jakarta,Laptop,Laptop ProBook,6651000,1,6651000,Kredit,P,31.0,5.0,Reguler,2251000
TRX00343,2026-04-23,Malang,Aksesoris,Powerbank 10000mAh,91000,1,91000,E-Wallet,L,35.0,4.0,Reguler,2485000
TRX00245,2026-04-24,Bandung,Smartphone,Smartphone Z5,3680000,3,11040000,Kredit,L,32.0,,Reguler,917000
TRX01171,2026-04-24,Jakarta,Elektronik Rumah Tangga,TV LED 32in,4071000,4,16284000,E-Wallet,L,24.0,4.0,Reguler,839000
TRX00599,2026-04-24,Bandung,Laptop,Laptop ProBook,13602000,4,54408000,E-Wallet,L,36.0,5.0,Reguler,1678000
TRX01753,2026-04-24,Jakarta,Smartphone,Smartphone Air,6368000,1,6368000,Debit,P,27.0,5.0,Reguler,774000
TRX01755,2026-04-24,Jakarta,Aksesoris,Earphone Bluetooth,193000,3,579000,E-Wallet,P,29.0,4.0,Reguler,256000
TRX02128,2026-04-24,Malang,Aksesoris,Casing HP,326000,4,1304000,Debit,L,27.0,1.0,Reguler,632000
TRX00240,2026-04-24,Surabaya,Smartphone,Smartphone NovaLite,1901000,2,3802000,Debit,L,42.0,5.0,Reguler,2853000
TRX02179,2026-04-24,Surabaya,Smartphone,Smartphone Z5,5582000,1,5582000,Tunai,P,38.0,4.0,Reguler,1024000
TRX00085,2026-04-24,Malang,Laptop,Laptop A14,10450000,3,31350000,Tunai,P,48.0,1.0,Reguler,307000
TRX00996,2026-04-24,Surabaya,Smartphone,Smartphone MaxEdge,7308000,1,7308000,E-Wallet,L,,2.0,Reguler,2997000
TRX00458,2026-04-25,Surabaya,Smartphone,Smartphone MaxEdge,7269000,5,36345000,Kredit,L,30.0,3.0,Reguler,2760000
TRX00658,2026-04-25,Bandung,Elektronik Rumah Tangga,TV LED 32in,4602000,2,9204000,Debit,L,24.0,5.0,Reguler,359000
TRX00040,2026-04-25,Jakarta,Smartphone,Smartphone Z5,5461000,1,5461000,Tunai,L,39.0,3.0,Reguler,349000
TRX00130,2026-04-25,Malang,Aksesoris,Mouse Wireless,177000,3,531000,E-Wallet,P,41.0,5.0,Reguler,1586000
TRX02158,2026-04-25,Surabaya,Aksesoris,Powerbank 10000mAh,394000,1,394000,E-Wallet,P,46.0,5.0,Reguler,1239000
TRX00192,2026-04-25,Jakarta,Laptop,Laptop ProBook,9554000,1,9554000,E-Wallet,L,35.0,4.0,Reguler,2377000
TRX01417,2026-04-25,Malang,Smartphone,Smartphone Air,5118000,1,5118000,Debit,P,21.0,5.0,Reguler,514000
TRX01172,2026-04-25,Jakarta,Smartphone,Smartphone Z5,7024000,1,7024000,Debit,L,33.0,,Reguler,1601000
TRX02010,2026-04-25,Bandung,Smartphone,Smartphone Air,5825000,3,17475000,Kredit,L,34.0,4.0,Reguler,2637000
TRX00475,2026-04-25,Malang,Aksesoris,Mouse Wireless,238000,4,952000,E-Wallet,L,30.0,3.0,Reguler,633000
TRX00743,2026-04-25,Malang,Laptop,Laptop ProBook,13232000,3,39696000,Debit,P,26.0,5.0,Reguler,416000
TRX01111,2026-04-25,Bandung,Smartphone,Smartphone MaxEdge,2198000,1,2198000,E-Wallet,L,32.0,4.0,Reguler,955000
TRX00880,2026-04-25,Malang,Elektronik Rumah Tangga,TV LED 32in,3265000,4,13060000,Debit,P,38.0,4.0,Reguler,1565000
TRX00958,2026-04-25,Surabaya,Smartphone,Smartphone MaxEdge,7579000,1,7579000,Debit,L,43.0,5.0,Reguler,233000
TRX01196,2026-04-25,Malang,Smartphone,Smartphone NovaLite,4432000,2,8864000,Tunai,L,27.0,4.0,Reguler,1264000
TRX01370,2026-04-25,Surabaya,Smartphone,Smartphone Z5,2420000,3,7260000,E-Wallet,P,30.0,5.0,Reguler,1461000
TRX02185,2026-04-25,Malang,Elektronik Rumah Tangga,TV LED 32in,4080000,4,16320000,Debit,L,25.0,3.0,Reguler,1001000
TRX00341,2026-04-25,Malang,Smartphone,Smartphone Z5,4055000,5,20275000,E-Wallet,P,32.0,,Reguler,626000
TRX01235,2026-04-26,Surabaya,Smartphone,Smartphone NovaLite,7777000,3,23331000,Tunai,P,38.0,5.0,Reguler,1651000
TRX01337,2026-04-26,Surabaya,Smartphone,Smartphone Air,1515000,5,7575000,Kredit,L,25.0,5.0,Reguler,1714000
TRX01994,2026-04-26,Bandung,Aksesoris,Mouse Wireless,192000,2,384000,Tunai,L,28.0,5.0,Reguler,1066000
TRX01467,2026-04-26,Malang,Aksesoris,Powerbank 10000mAh,343000,3,1029000,Debit,L,,,Reguler,2579000
TRX00673,2026-04-26,Jakarta,Smartphone,Smartphone MaxEdge,2813000,2,5626000,Kredit,P,33.0,4.0,Reguler,2184000
TRX01585,2026-04-26,Malang,Elektronik Rumah Tangga,Kipas Angin,5953000,5,29765000,Debit,P,38.0,2.0,Reguler,1396000
TRX01985,2026-04-26,Jakarta,Laptop,Laptop A14,8621000,3,25863000,E-Wallet,P,18.0,3.0,Reguler,2064000
TRX00920,2026-04-26,Surabaya,Aksesoris,Mouse Wireless,208000,3,624000,Debit,P,44.0,3.0,Reguler,1795000
TRX01128,2026-04-26,Malang,Laptop,Laptop A14,8135000,3,24405000,E-Wallet,L,46.0,4.0,Reguler,2626000
TRX00616,2026-04-26,Jakarta,Smartphone,Smartphone MaxEdge,5229000,1,5229000,Kredit,L,26.0,5.0,Reguler,934000
TRX00099,2026-04-26,Malang,Aksesoris,Earphone Bluetooth,93000,3,279000,Debit,P,21.0,5.0,Reguler,2365000
TRX00782,2026-04-26,Jakarta,Smartphone,Smartphone Z5,3463000,2,6926000,Debit,P,21.0,5.0,Reguler,1561000
TRX00026,2026-04-27,Surabaya,Aksesoris,Casing HP,108000,1,108000,E-Wallet,P,39.0,4.0,Reguler,2697000
TRX00569,2026-04-27,Malang,Aksesoris,Casing HP,122000,4,488000,Tunai,P,18.0,4.0,Reguler,2125000
TRX01715,2026-04-27,Malang,Laptop,Laptop A14,13159000,5,65795000,Debit,P,38.0,5.0,Reguler,1587000
TRX00600,2026-04-27,Jakarta,Laptop,Laptop X1,5342000,1,5342000,Tunai,P,44.0,4.0,Reguler,2388000
TRX02184,2026-04-27,Malang,Smartphone,Smartphone MaxEdge,2504000,4,10016000,E-Wallet,P,55.0,4.0,Reguler,1283000
TRX01717,2026-04-27,Malang,Smartphone,Smartphone MaxEdge,7264000,4,29056000,E-Wallet,P,27.0,4.0,Reguler,488000
TRX01068,2026-04-27,Surabaya,Smartphone,Smartphone Air,5298000,5,26490000,Debit,P,38.0,4.0,Reguler,2666000
TRX01221,2026-04-28,Malang,Laptop,Laptop X1,11195000,4,44780000,E-Wallet,P,35.0,4.0,Reguler,467000
TRX02015,2026-04-28,Surabaya,Smartphone,Smartphone Z5,3309000,5,16545000,E-Wallet,P,18.0,4.0,Reguler,1757000
TRX01205,2026-04-28,Surabaya,Laptop,Laptop UltraSlim,14946000,4,59784000,Tunai,P,46.0,5.0,Reguler,497000
TRX01887,2026-04-28,Malang,Laptop,Laptop X1,11407000,4,45628000,Tunai,L,,5.0,Reguler,2487000
TRX00984,2026-04-28,Malang,Laptop,Laptop UltraSlim,11354000,5,56770000,Debit,P,35.0,5.0,Reguler,2997000
TRX00824,2026-04-28,Surabaya,Smartphone,Smartphone NovaLite,1892000,4,7568000,E-Wallet,P,49.0,5.0,Reguler,1499000
TRX01089,2026-04-28,Malang,Aksesoris,Powerbank 10000mAh,400000,4,1600000,Kredit,P,38.0,5.0,Reguler,1835000
TRX00244,2026-04-28,Surabaya,Laptop,Laptop ProBook,9798000,4,39192000,Debit,P,26.0,,Reguler,2093000
TRX00934,2026-04-28,Surabaya,Aksesoris,Casing HP,226000,4,904000,Debit,P,33.0,2.0,Reguler,1664000
TRX01255,2026-04-28,Surabaya,Smartphone,Smartphone Z5,3142000,4,12568000,E-Wallet,P,18.0,4.0,Reguler,865000
TRX00771,2026-04-28,Surabaya,Smartphone,Smartphone Air,3080000,5,15400000,Kredit,P,21.0,4.0,Reguler,1758000
TRX02072,2026-04-28,Jakarta,Elektronik Rumah Tangga,Kipas Angin,5702000,1,5702000,Debit,L,19.0,3.0,Reguler,210000
TRX01130,2026-04-28,Jakarta,Laptop,Laptop A14,7776000,1,7776000,Debit,L,32.0,4.0,Reguler,2413000
TRX00502,2026-04-28,Malang,Laptop,Laptop X1,14582000,1,14582000,E-Wallet,L,48.0,3.0,Reguler,1925000
TRX01723,2026-04-29,Malang,Elektronik Rumah Tangga,TV LED 32in,814000,5,4070000,Tunai,L,37.0,4.0,Reguler,1161000
TRX00003,2026-04-29,Jakarta,Smartphone,Smartphone Z5,3626000,2,7252000,Tunai,P,22.0,3.0,Reguler,740000
TRX01438,2026-04-29,Surabaya,Laptop,Laptop A14,12760000,1,12760000,E-Wallet,L,27.0,4.0,Reguler,1524000
TRX01693,2026-04-29,Jakarta,Aksesoris,Powerbank 10000mAh,414000,1,414000,E-Wallet,P,30.0,5.0,Reguler,2997000
TRX00652,2026-04-29,Malang,Elektronik Rumah Tangga,Rice Cooker,3153000,1,3153000,Tunai,P,34.0,5.0,Reguler,2142000
TRX01398,2026-04-29,Malang,Smartphone,Smartphone Air,7957000,1,7957000,Kredit,L,48.0,4.0,Reguler,2009000
TRX00123,2026-04-29,Bandung,Aksesoris,Mouse Wireless,175000,3,525000,Debit,L,45.0,4.0,Reguler,1660000
TRX00986,2026-04-29,Malang,Laptop,Laptop X1,6420000,5,32100000,Debit,L,31.0,4.0,Reguler,2594000
TRX01224,2026-04-29,Malang,Elektronik Rumah Tangga,TV LED 32in,1845000,3,5535000,Kredit,P,18.0,3.0,Reguler,1365000
TRX02086,2026-04-29,Malang,Aksesoris,Earphone Bluetooth,97000,4,388000,E-Wallet,P,44.0,5.0,Reguler,1548000
TRX02195,2026-04-29,Surabaya,Elektronik Rumah Tangga,Rice Cooker,1541000,4,6164000,Kredit,P,26.0,4.0,Reguler,288000
TRX00842,2026-04-29,Surabaya,Smartphone,Smartphone MaxEdge,6747000,3,20241000,E-Wallet,P,18.0,5.0,Reguler,1784000
TRX01277,2026-04-29,Bandung,Aksesoris,Mouse Wireless,250000,5,1250000,E-Wallet,L,30.0,3.0,Reguler,1912000
TRX01812,2026-04-29,Malang,Aksesoris,Casing HP,456000,1,456000,Debit,L,26.0,4.0,Reguler,1518000
TRX01597,2026-04-30,Jakarta,Laptop,Laptop A14,12192000,5,60960000,Kredit,P,30.0,3.0,Reguler,2308000
TRX01959,2026-04-30,Malang,Smartphone,Smartphone Z5,3662000,1,3662000,Debit,P,30.0,4.0,Reguler,2930000
TRX00156,2026-04-30,Bandung,Aksesoris,Casing HP,388000,2,776000,Debit,L,26.0,5.0,Reguler,2023000
TRX02050,2026-04-30,Malang,Laptop,Laptop X1,6891000,1,6891000,Debit,L,38.0,,Reguler,2302000
TRX02023,2026-04-30,Surabaya,Elektronik Rumah Tangga,Kulkas 2 Pintu,1358000,2,2716000,Tunai,L,21.0,5.0,Reguler,2776000
TRX02088,2026-04-30,Bandung,Laptop,Laptop A14,11975000,5,59875000,Kredit,L,34.0,3.0,Reguler,1863000
TRX00316,2026-04-30,Jakarta,Aksesoris,Powerbank 10000mAh,104000,1,104000,Kredit,L,31.0,5.0,Reguler,303000
TRX00255,2026-04-30,Bandung,Smartphone,Smartphone Air,5209000,3,15627000,Debit,L,40.0,4.0,Reguler,2210000
TRX01981,2026-04-30,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,4088000,3,12264000,Tunai,L,36.0,4.0,Reguler,2215000
TRX00446,2026-04-30,Surabaya,Aksesoris,Casing HP,182000,2,364000,Debit,L,22.0,,Reguler,2599000
TRX02022,2026-04-30,Surabaya,Aksesoris,Powerbank 10000mAh,62000,4,248000,Debit,P,26.0,4.0,Reguler,2753000
TRX00372,2026-04-30,Malang,Aksesoris,Casing HP,248000,2,496000,Tunai,P,39.0,4.0,Reguler,1760000
TRX00730,2026-04-30,Surabaya,Elektronik Rumah Tangga,TV LED 32in,1777000,2,3554000,E-Wallet,P,45.0,4.0,Reguler,330000
TRX00311,2026-05-01,Jakarta,Aksesoris,Mouse Wireless,99000,1,99000,E-Wallet,L,30.0,2.0,Reguler,1134000
TRX00237,2026-05-01,Malang,Laptop,Laptop UltraSlim,14619000,2,29238000,Debit,P,33.0,4.0,Reguler,1628000
TRX00819,2026-05-01,Surabaya,Smartphone,Smartphone Air,5961000,4,23844000,Debit,P,46.0,4.0,Reguler,2335000
TRX00122,2026-05-01,Malang,Smartphone,Smartphone Air,7400000,5,37000000,Kredit,P,33.0,5.0,Reguler,2453000
TRX00822,2026-05-01,Surabaya,Aksesoris,Powerbank 10000mAh,154000,4,616000,E-Wallet,P,42.0,,Reguler,496000
TRX00108,2026-05-01,Surabaya,Smartphone,Smartphone NovaLite,4739000,3,14217000,Debit,P,39.0,3.0,Reguler,2097000
TRX02102,2026-05-01,Bandung,Laptop,Laptop UltraSlim,10805000,3,32415000,Debit,L,45.0,2.0,Reguler,2268000
TRX01049,2026-05-01,Jakarta,Smartphone,Smartphone Z5,7962000,2,15924000,E-Wallet,L,38.0,3.0,Reguler,1941000
TRX01648,2026-05-01,Malang,Aksesoris,Powerbank 10000mAh,275000,3,825000,Debit,P,,4.0,Reguler,2017000
TRX02084,2026-05-01,Malang,Laptop,Laptop UltraSlim,8633000,1,8633000,E-Wallet,P,33.0,,Reguler,2965000
TRX00162,2026-05-01,Surabaya,Aksesoris,Casing HP,427000,5,2135000,Tunai,P,,4.0,Reguler,2591000
TRX00479,2026-05-01,Bandung,Aksesoris,Mouse Wireless,52000,3,156000,Debit,P,49.0,4.0,Reguler,929000
TRX00283,2026-05-02,Surabaya,Smartphone,Smartphone Z5,4989000,2,9978000,Tunai,L,50.0,4.0,Reguler,564000
TRX01306,2026-05-02,Malang,Smartphone,Smartphone Z5,6905000,5,34525000,Tunai,L,45.0,4.0,Reguler,1254000
TRX01813,2026-05-02,Surabaya,Aksesoris,Powerbank 10000mAh,387000,5,1935000,E-Wallet,P,25.0,5.0,Reguler,2792000
TRX00312,2026-05-02,Bandung,Smartphone,Smartphone Air,4798000,2,9596000,Debit,L,34.0,4.0,Reguler,2850000
TRX01132,2026-05-02,Jakarta,Elektronik Rumah Tangga,Kulkas 2 Pintu,4449000,2,8898000,Debit,P,35.0,4.0,Reguler,1000000
TRX00080,2026-05-02,Malang,Elektronik Rumah Tangga,Rice Cooker,5081000,3,15243000,Tunai,P,44.0,5.0,Reguler,2701000
TRX00736,2026-05-02,Malang,Smartphone,Smartphone Air,6130000,1,6130000,Debit,P,37.0,4.0,Reguler,2928000
TRX01613,2026-05-02,Malang,Smartphone,Smartphone MaxEdge,2745000,3,8235000,Debit,P,45.0,4.0,Reguler,2855000
TRX00859,2026-05-02,Jakarta,Smartphone,Smartphone Air,4379000,2,8758000,Tunai,P,,4.0,Reguler,2094000
TRX01427,2026-05-02,Bandung,Aksesoris,Mouse Wireless,125000,1,125000,Kredit,L,20.0,3.0,Reguler,585000
TRX00641,2026-05-02,Malang,Laptop,Laptop A14,12358000,4,49432000,Debit,L,24.0,4.0,Reguler,1502000
TRX01274,2026-05-03,Malang,Smartphone,Smartphone MaxEdge,6181000,1,6181000,Debit,L,41.0,3.0,Reguler,2332000
TRX00049,2026-05-03,Surabaya,Aksesoris,Earphone Bluetooth,285000,4,1140000,Debit,P,,,Reguler,1182000
TRX01668,2026-05-03,Jakarta,Smartphone,Smartphone MaxEdge,7913000,1,7913000,Tunai,P,48.0,4.0,Reguler,2192000
TRX01071,2026-05-03,Surabaya,Smartphone,Smartphone NovaLite,5249000,5,26245000,E-Wallet,L,29.0,4.0,Reguler,2593000
TRX01298,2026-05-03,Malang,Laptop,Laptop ProBook,10773000,5,53865000,E-Wallet,L,38.0,3.0,Reguler,310000
TRX01327,2026-05-03,Malang,Aksesoris,Mouse Wireless,76000,1,76000,E-Wallet,P,37.0,5.0,Reguler,2721000
TRX01424,2026-05-03,Jakarta,Aksesoris,Mouse Wireless,394000,5,1970000,Debit,P,39.0,4.0,Reguler,2702000
TRX02112,2026-05-03,Jakarta,Aksesoris,Powerbank 10000mAh,233000,4,932000,E-Wallet,P,34.0,5.0,Reguler,2831000
TRX00257,2026-05-03,Surabaya,Smartphone,Smartphone Z5,1537000,2,3074000,Debit,P,20.0,5.0,Reguler,1110000
TRX00416,2026-05-03,Malang,Aksesoris,Mouse Wireless,236000,3,708000,E-Wallet,P,25.0,5.0,Reguler,1118000
TRX02034,2026-05-03,Malang,Laptop,Laptop X1,7748000,4,30992000,Kredit,P,50.0,4.0,Reguler,744000
TRX01329,2026-05-03,Jakarta,Laptop,Laptop UltraSlim,12274000,1,12274000,Tunai,P,,5.0,Reguler,2904000
TRX00711,2026-05-03,Malang,Smartphone,Smartphone Z5,5893000,3,17679000,Debit,L,36.0,2.0,Reguler,1152000
TRX00060,2026-05-04,Jakarta,Aksesoris,Powerbank 10000mAh,167000,1,167000,Kredit,L,36.0,2.0,Reguler,2906000
TRX01703,2026-05-04,Malang,Aksesoris,Mouse Wireless,483000,5,2415000,Tunai,L,35.0,5.0,Reguler,1574000
TRX01780,2026-05-04,Malang,Aksesoris,Powerbank 10000mAh,463000,3,1389000,Debit,P,18.0,5.0,Reguler,1977000
TRX01973,2026-05-04,Jakarta,Aksesoris,Powerbank 10000mAh,63000,5,315000,E-Wallet,P,32.0,5.0,Reguler,473000
TRX00827,2026-05-04,Surabaya,Smartphone,Smartphone NovaLite,7539000,5,37695000,E-Wallet,P,51.0,5.0,Reguler,2026000
TRX01696,2026-05-04,Surabaya,Laptop,Laptop UltraSlim,6125000,1,6125000,Tunai,P,18.0,5.0,Reguler,982000
TRX00098,2026-05-04,Jakarta,Laptop,Laptop ProBook,14568000,2,29136000,Debit,L,31.0,4.0,Reguler,730000
TRX01510,2026-05-04,Surabaya,Smartphone,Smartphone MaxEdge,2898000,2,5796000,E-Wallet,P,18.0,4.0,Reguler,916000
TRX00813,2026-05-04,Bandung,Aksesoris,Earphone Bluetooth,169000,4,676000,Debit,L,23.0,3.0,Reguler,713000
TRX00550,2026-05-04,Jakarta,Smartphone,Smartphone Air,5399000,2,10798000,Debit,L,32.0,4.0,Reguler,2916000
TRX00191,2026-05-04,Surabaya,Smartphone,Smartphone Air,1893000,2,3786000,Kredit,L,39.0,2.0,Reguler,1910000
TRX00075,2026-05-05,Surabaya,Smartphone,Smartphone NovaLite,5836000,4,23344000,Kredit,P,39.0,4.0,Reguler,2860000
TRX01547,2026-05-05,Jakarta,Laptop,Laptop ProBook,8249000,3,24747000,E-Wallet,P,36.0,3.0,Reguler,2669000
TRX01062,2026-05-05,Malang,Smartphone,Smartphone Z5,4622000,5,23110000,Debit,L,27.0,,Reguler,2468000
TRX00587,2026-05-05,Surabaya,Elektronik Rumah Tangga,Rice Cooker,2987000,5,14935000,Tunai,P,24.0,4.0,Reguler,351000
TRX00636,2026-05-05,Jakarta,Smartphone,Smartphone NovaLite,3846000,2,7692000,E-Wallet,P,33.0,5.0,Reguler,413000
TRX01149,2026-05-05,Surabaya,Smartphone,Smartphone NovaLite,7292000,4,29168000,Tunai,P,25.0,3.0,Reguler,502000
TRX00615,2026-05-05,Surabaya,Smartphone,Smartphone Air,2393000,2,4786000,Tunai,P,34.0,2.0,Reguler,1631000
TRX00788,2026-05-05,Malang,Aksesoris,Mouse Wireless,170000,2,340000,Tunai,P,35.0,4.0,Reguler,1538000
TRX02136,2026-05-05,Malang,Laptop,Laptop X1,14058000,4,56232000,E-Wallet,P,26.0,4.0,Reguler,1062000
TRX01614,2026-05-06,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,5115000,2,10230000,Kredit,L,,2.0,Reguler,1402000
TRX00422,2026-05-06,Surabaya,Smartphone,Smartphone MaxEdge,3121000,4,12484000,E-Wallet,P,25.0,4.0,Reguler,434000
TRX01183,2026-05-06,Surabaya,Aksesoris,Casing HP,483000,1,483000,Tunai,P,34.0,3.0,Reguler,2332000
TRX00666,2026-05-06,Malang,Laptop,Laptop ProBook,5950000,5,29750000,Debit,P,49.0,4.0,Reguler,1601000
TRX00941,2026-05-06,Malang,Aksesoris,Mouse Wireless,303000,3,909000,Tunai,L,26.0,,Reguler,2034000
TRX00204,2026-05-07,Malang,Aksesoris,Powerbank 10000mAh,385000,4,1540000,Debit,P,18.0,4.0,Reguler,2927000
TRX01303,2026-05-07,Jakarta,Elektronik Rumah Tangga,Rice Cooker,3282000,4,13128000,E-Wallet,L,45.0,5.0,Reguler,1053000
TRX00875,2026-05-07,Malang,Aksesoris,Mouse Wireless,84000,4,336000,E-Wallet,L,,3.0,Reguler,1021000
TRX02075,2026-05-07,Jakarta,Aksesoris,Powerbank 10000mAh,75000,3,225000,Kredit,P,38.0,4.0,Reguler,1512000
TRX02141,2026-05-07,Bandung,Laptop,Laptop X1,5271000,3,15813000,E-Wallet,P,44.0,,Reguler,730000
TRX00086,2026-05-07,Jakarta,Aksesoris,Mouse Wireless,306000,2,612000,Debit,P,34.0,,Reguler,1329000
TRX00932,2026-05-07,Surabaya,Laptop,Laptop X1,9167000,5,45835000,Tunai,L,34.0,4.0,Reguler,2199000
TRX00043,2026-05-07,Jakarta,Laptop,Laptop A14,7234000,2,14468000,Tunai,L,39.0,4.0,Reguler,2227000
TRX01472,2026-05-07,Surabaya,Smartphone,Smartphone NovaLite,6409000,2,12818000,Debit,L,43.0,5.0,Reguler,330000
TRX00175,2026-05-07,Malang,Smartphone,Smartphone Air,6065000,2,12130000,Debit,P,36.0,1.0,Reguler,2491000
TRX02120,2026-05-07,Surabaya,Smartphone,Smartphone MaxEdge,7310000,1,7310000,Debit,P,38.0,4.0,Reguler,1071000
TRX01348,2026-05-07,Surabaya,Laptop,Laptop UltraSlim,6787000,4,27148000,Tunai,P,36.0,3.0,Reguler,1932000
TRX00866,2026-05-07,Malang,Laptop,Laptop UltraSlim,14314000,3,42942000,E-Wallet,L,43.0,1.0,Reguler,2674000
TRX00008,2026-05-07,Surabaya,Laptop,Laptop ProBook,14715000,2,29430000,Tunai,P,39.0,4.0,Reguler,1006000
TRX02181,2026-05-07,Jakarta,Laptop,Laptop UltraSlim,8980000,5,44900000,E-Wallet,L,43.0,4.0,Reguler,578000
TRX00184,2026-05-07,Jakarta,Smartphone,Smartphone NovaLite,3728000,2,7456000,Kredit,L,31.0,4.0,Reguler,855000
TRX01733,2026-05-07,Surabaya,Laptop,Laptop UltraSlim,6041000,2,12082000,Tunai,L,29.0,5.0,Reguler,1717000
TRX00223,2026-05-08,Malang,Laptop,Laptop X1,11319000,1,11319000,Debit,P,47.0,4.0,Reguler,1740000
TRX01539,2026-05-08,Jakarta,Laptop,Laptop ProBook,5469000,1,5469000,E-Wallet,L,46.0,2.0,Reguler,799000
TRX01041,2026-05-08,Bandung,Laptop,Laptop A14,8196000,2,16392000,Kredit,P,38.0,4.0,Reguler,2760000
TRX01595,2026-05-08,Bandung,Aksesoris,Earphone Bluetooth,365000,2,730000,Debit,L,21.0,,Reguler,989000
TRX00110,2026-05-08,Surabaya,Laptop,Laptop X1,7476000,3,22428000,Debit,L,39.0,5.0,Reguler,747000
TRX01064,2026-05-08,Surabaya,Elektronik Rumah Tangga,Kipas Angin,2888000,2,5776000,Tunai,P,33.0,5.0,Reguler,1187000
TRX00982,2026-05-08,Malang,Smartphone,Smartphone MaxEdge,6320000,5,31600000,Debit,P,38.0,5.0,Reguler,734000
TRX02155,2026-05-08,Malang,Elektronik Rumah Tangga,Kulkas 2 Pintu,2488000,2,4976000,E-Wallet,P,33.0,4.0,Reguler,883000
